ОСНОВНИЙ НАПРЯМОК,ЗУПИНКА,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,ЗАГАЛЬНА К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ EUROTRIPS,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ КОНКУРЕНТАМИ,global_add_score,global_trim_score,dir_add_score,dir_trim_score,recommendation,priority,note
Німеччина,Егер,егер,CITY,1,0,1,"0,6563490578","0,1862185098","0,7469047173","0,2058655529",ADD,HIGH,Додати в маршрут
Німеччина,Замок Нойшванштайн,замок нойшванштайн,OTHER,1,0,1,"0,8749509712","0,00004902876875","0,9624852914","0,00001470863063",ADD,HIGH,Додати в маршрут
Німеччина,Кекенхоф,кекенхоф,CITY,1,0,1,"0,6959868268","0,1790131732","0,7587960481","0,203703952",ADD,HIGH,Додати в маршрут
Німеччина,Кельн,кельн,CITY,1,0,1,"0,7212172969","0,1537827031","0,7663651891","0,1961348109",ADD,HIGH,Додати в маршрут
Німеччина,Лейден,лейден,CITY,1,0,1,"0,6914614584","0,1835385416","0,7574384375","0,2050615625",ADD,HIGH,Додати в маршрут
Німеччина,Львів Краків Берлін Амстердам Заансе Сханс Волендам Прага Брно Львів,львів краків берлін амстердам заансе сханс волендам прага брно львів,CITY,1,0,1,"0,649932211","0,225067789","0,7449796633","0,2175203367",ADD,HIGH,Додати в маршрут
Німеччина,Люксембург,люксембург,COUNTRY,1,0,1,"0,730573456",0,"0,7691720368",0,ADD,HIGH,Додати в маршрут
Німеччина,Нюрнберг,нюрнберг,CITY,1,0,1,"0,7153662193","0,1596337807","0,7646098658","0,1978901342",ADD,HIGH,Додати в маршрут
Німеччина,Роттердам,роттердам,CITY,1,0,1,"0,6929584417","0,1820415583","0,7578875325","0,2046124675",ADD,HIGH,Додати в маршрут
Німеччина,Саксонська Швейцарія,саксонська швейцарія,OTHER,1,0,1,"0,6910877737","0,01248365484","0,9073263321","0,003745096453",ADD,HIGH,Додати в маршрут
Німеччина,Трир,трир,CITY,1,0,1,"0,722908421","0,152091579","0,7668725263","0,1956274737",ADD,HIGH,Додати в маршрут
Німеччина,Целле,целле,CITY,1,0,1,"0,6956439956","0,1793560044","0,7586931987","0,2038068013",ADD,HIGH,Додати в маршрут
Німеччина,Чеський Крумлов,чеський крумлов,CITY,1,0,1,"0,709870485","0,165129515","0,7629611455","0,1995388545",ADD,HIGH,Додати в маршрут
Польща,Варшава,варшава,CITY,1,0,1,"0,7141328693","0,1608671307","0,7642398608","0,1982601392",ADD,HIGH,Додати в маршрут
Польща,Велічка,велічка,CITY,1,0,1,"0,7067336229","0,1682663771","0,7620200869","0,2004799131",ADD,HIGH,Додати в маршрут
Польща,Гдиня,гдиня,CITY,1,0,1,"0,6","0,3111140009","0,73","0,2433342003",ADD,HIGH,Додати в маршрут
Польща,Егерсалок,егерсалок,CITY,1,0,1,"0,6983955896","0,1766044104","0,7595186769","0,2029813231",ADD,HIGH,Додати в маршрут
Польща,Енерджіландія,енерджіландія,CITY,1,0,1,"0,6722168188","0,2027831812","0,7516650456","0,2108349544",ADD,HIGH,Додати в маршрут
Польща,Карлскруна,карлскруна,CITY,1,0,1,"0,6","0,3111140009","0,73","0,2433342003",ADD,HIGH,Додати в маршрут
Польща,Львів Вроцлав Берлін Амстердам Прага Краків Львів,львів вроцлав берлін амстердам прага краків львів,CITY,1,0,1,"0,6470142847","0,2279857154","0,7441042854","0,2183957146",ADD,HIGH,Додати в маршрут
Польща,Львів Вроцлав Берлін Париж Діснейленд Прага Краків Львів,львів вроцлав берлін париж діснейленд прага краків львів,OTHER,1,0,1,"0,8109251215","0,06407487855","0,9432775364","0,01922246357",ADD,HIGH,Додати в маршрут
Польща,Львів Вроцлав Дрезден Париж Довіль Трювіль Прага Краків Львів,львів вроцлав дрезден париж довіль трювіль прага краків львів,CITY,1,0,1,"0,6488090552","0,2261909449","0,7446427165","0,2178572835",ADD,HIGH,Додати в маршрут
Польща,Львів Краків Нюрнберг Бамберг Париж Трювіль Діснейленд Страсбург Кольмар Зальцбург Зальцкаммергут Егер Львів,львів краків нюрнберг бамберг париж трювіль діснейленд страсбург кольмар зальцбург зальцкаммергут егер львів,OTHER,1,0,1,"0,7974497029","0,0775502971","0,9392349109","0,02326508913",ADD,HIGH,Додати в маршрут
Польща,Львів Краків Прага Відень Будапешт Львів,львів краків прага відень будапешт львів,CITY,1,0,1,"0,697481216","0,177518784","0,7592443648","0,2032556352",ADD,HIGH,Додати в маршрут
Польща,Львів Краків Прага Дрезден Львів,львів краків прага дрезден львів,CITY,1,0,1,"0,6448746913","0,2301253087","0,7434624074","0,2190375926",ADD,HIGH,Додати в маршрут
Польща,Львів Люблін Таллін Стокгольм Рига Юрмала Львів,львів люблін таллін стокгольм рига юрмала львів,CITY,1,0,1,"0,6787043791","0,1962956209","0,7536113137","0,2088886863",ADD,HIGH,Додати в маршрут
Польща,Майсен,майсен,CITY,1,0,1,"0,7144158367","0,1605841633","0,764324751","0,198175249",ADD,HIGH,Додати в маршрут
Польща,Освенцим,освенцим,CITY,1,0,1,"0,7013876028","0,1736123973","0,7604162808","0,2020837192",ADD,HIGH,Додати в маршрут
Польща,Согнефьорд,согнефьорд,CITY,1,0,1,"0,6","0,3111140009","0,73","0,2433342003",ADD,HIGH,Додати в маршрут
Польща,Флам,флам,CITY,1,0,1,"0,6","0,3111140009","0,73","0,2433342003",ADD,HIGH,Додати в маршрут
Португалія,Андорра,андорра,COUNTRY,1,0,1,"0,6822953864","0,04270461363","0,7546886159","0,01281138409",ADD,HIGH,Додати в маршрут
Португалія,Аннесі,аннесі,CITY,1,0,1,"0,7564558998","0,15","0,7769367699","0,195",ADD,HIGH,Додати в маршрут
Португалія,Ансі,ансі,CITY,1,0,1,"0,7446616723","0,15","0,7733985017","0,195",ADD,HIGH,Додати в маршрут
Португалія,Аркашон,аркашон,CITY,1,0,1,"0,7383599509","0,15","0,7715079853","0,195",ADD,HIGH,Додати в маршрут
Португалія,Берн,берн,CITY,1,0,1,"0,6739573556","0,15","0,7521872067","0,195",ADD,HIGH,Додати в маршрут
Португалія,Бордо,бордо,CITY,1,0,1,"0,7360580827","0,15","0,7708174248","0,195",ADD,HIGH,Додати в маршрут
Португалія,Брно,брно,CITY,1,0,1,"0,7158671213","0,1591328787","0,7647601364","0,1977398636",ADD,HIGH,Додати в маршрут
Португалія,Більбао,більбао,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Верона,верона,CITY,1,0,1,"0,4539755457","0,1977686404","0,6861926637","0,2093305921",ADD,HIGH,Додати в маршрут
Португалія,Гайдельберґ,гайдельберґ,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Довіль,довіль,CITY,1,0,1,"0,7167575655","0,1582424345","0,7650272696","0,1974727304",ADD,HIGH,Додати в маршрут
Португалія,Евора,евора,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Егер,егер,CITY,1,0,1,"0,6563490578","0,1862185098","0,7469047173","0,2058655529",ADD,HIGH,Додати в маршрут
Португалія,Ерфурт,ерфурт,CITY,1,0,1,"0,7244029789","0,1505970211","0,7673208937","0,1951791063",ADD,HIGH,Додати в маршрут
Португалія,Канни,канни,CITY,1,0,1,"0,5861099158","0,1965823919","0,7258329747","0,2089747176",ADD,HIGH,Додати в маршрут
Португалія,Каркассонн,каркассонн,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Компостела,компостела,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Коїмбра,коїмбра,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Лурд,лурд,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Любляна,любляна,CITY,1,0,1,"0,6432988906","0,1685432147","0,7429896672","0,2005629644",ADD,HIGH,Додати в маршрут
Португалія,Ліссабон,ліссабон,CITY,1,0,1,"0,7383599509","0,15","0,7715079853","0,195",ADD,HIGH,Додати в маршрут
Португалія,Мон Сен Мішель,мон сен мішель,CITY,1,0,1,"0,4792154452","0,1557845548","0,6937646336","0,1967353664",ADD,HIGH,Додати в маршрут
Португалія,Монако,монако,COUNTRY,1,0,1,"0,6164725976","0,03995597381","0,7349417793","0,01198679214",ADD,HIGH,Додати в маршрут
Португалія,Монсеррат,монсеррат,CITY,1,0,1,"0,7008497374","0,1741502626","0,7602549212","0,2022450788",ADD,HIGH,Додати в маршрут
Португалія,Монтре,монтре,CITY,1,0,1,"0,7270276273","0,15","0,7681082882","0,195",ADD,HIGH,Додати в маршрут
Португалія,Назаре,назаре,CITY,1,0,1,"0,7383599509","0,15","0,7715079853","0,195",ADD,HIGH,Додати в маршрут
Португалія,Нарбонн,нарбонн,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Ніцца,ніцца,CITY,1,0,1,"0,5873331363","0,1929300216","0,7261999409","0,2078790065",ADD,HIGH,Додати в маршрут
Португалія,Озеро Блед,озеро блед,OTHER,1,0,1,"0,6059491063","0,02905089371","0,8817847319","0,008715268113",ADD,HIGH,Додати в маршрут
Португалія,Озеро Гарда,озеро гарда,OTHER,1,0,1,"0,5938593574","0,04114064258","0,8781578072","0,01234219277",ADD,HIGH,Додати в маршрут
Португалія,Онфлер,онфлер,CITY,1,0,1,"0,7002140253","0,1747859747","0,7600642076","0,2024357924",ADD,HIGH,Додати в маршрут
Португалія,Прага,прага,CITY,1,0,1,"0,6411578719","0,1655494452","0,7423473616","0,1996648336",ADD,HIGH,Додати в маршрут
Португалія,Ротенбург,ротенбург,CITY,1,0,1,"0,7305577921","0,15","0,7691673376","0,195",ADD,HIGH,Додати в маршрут
Португалія,Руан,руан,CITY,1,0,1,"0,6759917981","0,1590082019","0,7527975394","0,1977024606",ADD,HIGH,Додати в маршрут
Португалія,Сантьяго,сантьяго,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Себастьян,себастьян,CITY,1,0,1,"0,7543337738","0,15","0,7763001321","0,195",ADD,HIGH,Додати в маршрут
Португалія,Сен Мало,сен мало,CITY,1,0,1,"0,4804770406","0,1545229594","0,6941431122","0,1963568878",ADD,HIGH,Додати в маршрут
Португалія,Страсбург,страсбург,CITY,1,0,1,"0,7276769803","0,15","0,7683030941","0,195",ADD,HIGH,Додати в маршрут
Португалія,Таубері,таубері,CITY,1,0,1,"0,7268159849","0,15","0,7680447955","0,195",ADD,HIGH,Додати в маршрут
Португалія,Трувіль,трувіль,CITY,1,0,1,"0,7383599509","0,15","0,7715079853","0,195",ADD,HIGH,Додати в маршрут
Португалія,Цюрих,цюрих,CITY,1,0,1,"0,7205323991","0,154467601","0,7661597197","0,1963402803",ADD,HIGH,Додати в маршрут
Португалія,Інтерлакен,інтерлакен,CITY,1,0,1,"0,6795161792","0,15","0,7538548538","0,195",ADD,HIGH,Додати в маршрут
Північна Македонія,Львів Мукачево Скоп Є Каньйон Матка Охрид Мукачево Львів,львів мукачево скоп є каньйон матка охрид мукачево львів,OTHER,1,0,1,"0,8111931818","0,06380681818","0,9433579545","0,01914204545",ADD,HIGH,Додати в маршрут
Румунія,Алба,алба,CITY,1,0,1,"0,7591239466","0,15","0,777737184","0,195",ADD,HIGH,Додати в маршрут
Румунія,Альба,альба,CITY,1,0,1,"0,733430452","0,15","0,7700291356","0,195",ADD,HIGH,Додати в маршрут
Румунія,Б Єртан,б єртан,CITY,1,0,1,"0,7591239466","0,15","0,777737184","0,195",ADD,HIGH,Додати в маршрут
Румунія,Бейле Фелікс,бейле фелікс,CITY,1,0,1,"0,733430452","0,15","0,7700291356","0,195",ADD,HIGH,Додати в маршрут
Румунія,Бузеу,бузеу,CITY,1,0,1,"0,7004765949","0,1745234052","0,7601429785","0,2023570215",ADD,HIGH,Додати в маршрут
Румунія,Клуж,клуж,CITY,1,0,1,"0,733430452","0,15","0,7700291356","0,195",ADD,HIGH,Додати в маршрут
Румунія,Львів Мукачево Турда Сігішоара Брашов Мукачево Львів,львів мукачево турда сігішоара брашов мукачево львів,CITY,1,0,1,"0,6516666667","0,2233333333","0,7455","0,217",ADD,HIGH,Додати в маршрут
Румунія,Львів Чернівці Брашов Бухарест Чернівці Львів,львів чернівці брашов бухарест чернівці львів,CITY,1,0,1,"0,6791136854","0,1958863147","0,7537341056","0,2087658944",ADD,HIGH,Додати в маршрут
Румунія,Львів Чернівці Брашов Сігішоара Чернівці Львів,львів чернівці брашов сігішоара чернівці львів,CITY,1,0,1,"0,6759375","0,1990625","0,75278125","0,20971875",ADD,HIGH,Додати в маршрут
Румунія,Напока,напока,CITY,1,0,1,"0,733430452","0,15","0,7700291356","0,195",ADD,HIGH,Додати в маршрут
Румунія,Орадя,орадя,CITY,1,0,1,"0,733430452","0,15","0,7700291356","0,195",ADD,HIGH,Додати в маршрут
Румунія,Пояна,пояна,CITY,1,0,1,"0,7591239466","0,15","0,777737184","0,195",ADD,HIGH,Додати в маршрут
Румунія,Трансфегераш,трансфегераш,CITY,1,0,1,"0,7591239466","0,15","0,777737184","0,195",ADD,HIGH,Додати в маршрут
Румунія,Турда,турда,CITY,1,0,1,"0,733430452","0,15","0,7700291356","0,195",ADD,HIGH,Додати в маршрут
Румунія,Франківськ,франківськ,CITY,1,0,1,"0,6791136854","0,1958863147","0,7537341056","0,2087658944",ADD,HIGH,Додати в маршрут
Румунія,Івано,івано,CITY,1,0,1,"0,6791136854","0,1958863147","0,7537341056","0,2087658944",ADD,HIGH,Додати в маршрут
Словаччина,Буковина Татранська,буковина татранська,CITY,1,0,1,"0,7197303922","0,1552696079","0,7659191176","0,1965808824",ADD,HIGH,Додати в маршрут
Словаччина,Закопане,закопане,CITY,1,0,1,"0,2663234354","0,1723129282","0,6298970306","0,2016938785",ADD,HIGH,Додати в маршрут
Словаччина,Кежмарок,кежмарок,CITY,1,0,1,"0,7107983649","0,1642016351","0,7632395095","0,1992604905",ADD,HIGH,Додати в маршрут
Словаччина,Кошице,кошице,CITY,1,0,1,"0,7107983649","0,1642016351","0,7632395095","0,1992604905",ADD,HIGH,Додати в маршрут
Словаччина,Львів,львів,CITY,1,0,1,"0,5042565542","0,1799484667","0,7012769663","0,20398454",ADD,HIGH,Додати в маршрут
Словаччина,Попрад,попрад,CITY,1,0,1,"0,7107983649","0,1642016351","0,7632395095","0,1992604905",ADD,HIGH,Додати в маршрут
Словаччина,Прешов,прешов,CITY,1,0,1,"0,7197303922","0,1552696079","0,7659191176","0,1965808824",ADD,HIGH,Додати в маршрут
Словаччина,Татранська Ломниця,татранська ломниця,CITY,1,0,1,"0,7197303922","0,1552696079","0,7659191176","0,1965808824",ADD,HIGH,Додати в маршрут
Словаччина,Ясна,ясна,CITY,1,0,1,"0,7197303922","0,1552696079","0,7659191176","0,1965808824",ADD,HIGH,Додати в маршрут
Угорщина,Барселона,барселона,CITY,1,0,1,"0,6298813035","0,190573242","0,738964391","0,2071719726",ADD,HIGH,Додати в маршрут
Угорщина,Блед,блед,CITY,1,0,1,"0,706314627","0,168685373","0,7618943881","0,2006056119",ADD,HIGH,Додати в маршрут
Угорщина,Больцано,больцано,CITY,1,0,1,"0,7007780282","0,1742219718","0,7602334085","0,2022665915",ADD,HIGH,Додати в маршрут
Угорщина,Вишеград,вишеград,CITY,1,0,1,"0,7321222277","0,15","0,7696366683","0,195",ADD,HIGH,Додати в маршрут
Угорщина,Відень Оз Балатон,відень оз балатон,CITY,1,0,1,"0,7321222277","0,15","0,7696366683","0,195",ADD,HIGH,Додати в маршрут
Угорщина,Відень Оз Балатон Хевіз,відень оз балатон хевіз,CITY,1,0,1,"0,6168533179","0,2581466821","0,7350559954","0,2274440046",ADD,HIGH,Додати в маршрут
Угорщина,Долина Красунь,долина красунь,OTHER,1,0,1,"0,8593451587","0,01565484128","0,9578035476","0,004696452383",ADD,HIGH,Додати в маршрут
Угорщина,Егерсалок,егерсалок,CITY,1,0,1,"0,6983955896","0,1766044104","0,7595186769","0,2029813231",ADD,HIGH,Додати в маршрут
Угорщина,Естергом,естергом,CITY,1,0,1,"0,6957663308","0,1792336692","0,7587298992","0,2037701008",ADD,HIGH,Додати в маршрут
Угорщина,Зальцбург,зальцбург,CITY,1,0,1,"0,6542090454","0,1559260897","0,7462627136","0,1967778269",ADD,HIGH,Додати в маршрут
Угорщина,Зальцкаммергут,зальцкаммергут,CITY,1,0,1,"0,7213647045","0,1536352955","0,7664094114","0,1960905886",ADD,HIGH,Додати в маршрут
Угорщина,Київ,київ,CITY,1,0,1,"0,0576852813","0,2173147187","0,5673055844","0,2151944156",ADD,HIGH,Додати в маршрут
Угорщина,Краків,краків,CITY,1,0,1,"0,6594794274","0,167198425","0,7478438282","0,2001595275",ADD,HIGH,Додати в маршрут
Угорщина,Львів Будапешт Венеція Лідо Ді Єзоло Верона Падуя Любляна Блед Львів,львів будапешт венеція лідо ді єзоло верона падуя любляна блед львів,CITY,1,0,1,"0,64992382","0,22507618","0,744977146","0,217522854",ADD,HIGH,Додати в маршрут
Угорщина,Львів Будапешт Венеція Мілан Рим Неаполь Флоренція Піза Львів,львів будапешт венеція мілан рим неаполь флоренція піза львів,CITY,1,0,1,"0,651390915","0,223609085","0,7454172745","0,2170827255",ADD,HIGH,Додати в маршрут
Угорщина,Львів Будапешт Венеція Рим Флоренція Піза Егер Львів,львів будапешт венеція рим флоренція піза егер львів,CITY,1,0,1,"0,7081833226","0,1668166774","0,7624549968","0,2000450032",ADD,HIGH,Додати в маршрут
Угорщина,Львів Будапешт Зальцбург Зальцкаммергут Відень Ужгород Львів,львів будапешт зальцбург зальцкаммергут відень ужгород львів,CITY,1,0,1,"0,6695466256","0,2054533745","0,7508639877","0,2116360123",ADD,HIGH,Додати в маршрут
Угорщина,Львів Венеція Мілан Цюріх Зальцбург Зальцкаммергут Львів,львів венеція мілан цюріх зальцбург зальцкаммергут львів,CITY,1,0,1,"0,6867827597","0,1882172403","0,7560348279","0,2064651721",ADD,HIGH,Додати в маршрут
Угорщина,Львів Ужгород Будапешт Сентендре Егер Львів,львів ужгород будапешт сентендре егер львів,CITY,1,0,1,"0,6417456982","0,2332543018","0,7425237095","0,2199762905",ADD,HIGH,Додати в маршрут
Угорщина,Львів Ужгород Мішкольц Тапольца Токай Кошице Попрад Ужгород Львів,львів ужгород мішкольц тапольца токай кошице попрад ужгород львів,CITY,1,0,1,"0,6206122158","0,2543877842","0,7361836647","0,2263163353",ADD,HIGH,Додати в маршрут
Угорщина,Мишкольц,мишкольц,CITY,1,0,1,"0,7321222277","0,15","0,7696366683","0,195",ADD,HIGH,Додати в маршрут
Угорщина,Ньїредьгаза,ньїредьгаза,CITY,1,0,1,"0,6957663308","0,1792336692","0,7587298992","0,2037701008",ADD,HIGH,Додати в маршрут
Угорщина,Оз Балатон Хевіз Відень,оз балатон хевіз відень,CITY,1,0,1,"0,6843253905","0,1906746096","0,7552976171","0,2072023829",ADD,HIGH,Додати в маршрут
Угорщина,Прага,прага,CITY,1,0,1,"0,6411578719","0,1655494452","0,7423473616","0,1996648336",ADD,HIGH,Додати в маршрут
Угорщина,Тренто,тренто,CITY,1,0,1,"0,6992756771","0,1757243229","0,7597827031","0,2027172969",ADD,HIGH,Додати в маршрут
Угорщина,Ужгород,ужгород,CITY,1,0,1,"0,6524246776","0,2225753224","0,7457274033","0,2167725967",ADD,HIGH,Додати в маршрут
Угорщина,Інсбрук,інсбрук,CITY,1,0,1,"0,7108313309","0,1641686691","0,7632493993","0,1992506007",ADD,HIGH,Додати в маршрут
Франція,Айзенах,айзенах,CITY,1,0,1,"0,7326667363","0,15","0,7698000209","0,195",ADD,HIGH,Додати в маршрут
Франція,Ам,ам,CITY,1,0,1,"0,7487713675","0,15","0,7746314103","0,195",ADD,HIGH,Додати в маршрут
Франція,Антіб,антіб,CITY,1,0,1,"0,7068873886","0,1681126114","0,7620662166","0,2004337834",ADD,HIGH,Додати в маршрут
Франція,Барселона,барселона,CITY,1,0,1,"0,6298813035","0,190573242","0,738964391","0,2071719726",ADD,HIGH,Додати в маршрут
Франція,Бергамо,бергамо,CITY,1,0,1,"0,719112614","0,155887386","0,7657337842","0,1967662158",ADD,HIGH,Додати в маршрут
Франція,Бордо,бордо,CITY,1,0,1,"0,7360580827","0,15","0,7708174248","0,195",ADD,HIGH,Додати в маршрут
Франція,Валансоль,валансоль,CITY,1,0,1,"0,6862134024","0,1887865976","0,7558640207","0,2066359793",ADD,HIGH,Додати в маршрут
Франція,Гаага,гаага,CITY,1,0,1,"0,6343663843","0,177475721","0,7403099153","0,2032427163",ADD,HIGH,Додати в маршрут
Франція,Гайдельберг,гайдельберг,CITY,1,0,1,"0,7428541449","0,15","0,7728562435","0,195",ADD,HIGH,Додати в маршрут
Франція,Гальштат,гальштат,CITY,1,0,1,"0,5115390882","0,1788455272","0,7034617264","0,2036536582",ADD,HIGH,Додати в маршрут
Франція,Гранвіль,гранвіль,CITY,1,0,1,"0,7518329982","0,15","0,7755498994","0,195",ADD,HIGH,Додати в маршрут
Франція,Грац,грац,CITY,1,0,1,"0,715862245","0,159137755","0,7647586735","0,1977413265",ADD,HIGH,Додати в маршрут
Франція,Делфт,делфт,CITY,1,0,1,"0,6996477161","0,1753522839","0,7598943148","0,2026056852",ADD,HIGH,Додати в маршрут
Франція,Довиль,довиль,CITY,1,0,1,"0,6920434663","0,1829565338","0,7576130399","0,2048869601",ADD,HIGH,Додати в маршрут
Франція,Дольчеаккуа,дольчеаккуа,CITY,1,0,1,"0,6866348477","0,1883651524","0,7559904543","0,2065095457",ADD,HIGH,Додати в маршрут
Франція,Дінан,дінан,CITY,1,0,1,"0,7534143341","0,15","0,7760243002","0,195",ADD,HIGH,Додати в маршрут
Франція,Женева,женева,CITY,1,0,1,"0,7365064402","0,15","0,7709519321","0,195",ADD,HIGH,Додати в маршрут
Франція,Заансе Сханс,заансе сханс,CITY,1,0,1,"0,6526086379","0,1678459076","0,7457825914","0,2003537723",ADD,HIGH,Додати в маршрут
Франція,Замок Нойшвайнштайн,замок нойшвайнштайн,OTHER,1,0,1,"0,8792348462",0,"0,9637704539",0,ADD,HIGH,Додати в маршрут
Франція,Канкаль,канкаль,CITY,1,0,1,"0,7428541449","0,15","0,7728562435","0,195",ADD,HIGH,Додати в маршрут
Франція,Круа,круа,CITY,1,0,1,"0,6862134024","0,1887865976","0,7558640207","0,2066359793",ADD,HIGH,Додати в маршрут
Франція,Кутна Гора,кутна гора,CITY,1,0,1,"0,7205115356","0,1544884644","0,7661534607","0,1963465393",ADD,HIGH,Додати в маршрут
Франція,Лазурний Берег,лазурний берег,OTHER,1,0,1,"0,8345932586","0,0404067414","0,9503779776","0,01212202242",ADD,HIGH,Додати в маршрут
Франція,Люблін,люблін,CITY,1,0,1,"0,691104358","0,183895642","0,7573313074","0,2051686926",ADD,HIGH,Додати в маршрут
Франція,Лілль,лілль,CITY,1,0,1,"0,7534143341","0,15","0,7760243002","0,195",ADD,HIGH,Додати в маршрут
Франція,Марі,марі,CITY,1,0,1,"0,6545838529","0,2204161472","0,7463751559","0,2161248441",ADD,HIGH,Додати в маршрут
Франція,Ментон,ментон,CITY,1,0,1,"0,6866348477","0,1883651524","0,7559904543","0,2065095457",ADD,HIGH,Додати в маршрут
Франція,Мец,мец,CITY,1,0,1,"0,7453339016","0,15","0,7736001705","0,195",ADD,HIGH,Додати в маршрут
Франція,Мукачево,мукачево,CITY,1,0,1,"0,5268480045","0,1981519955","0,7080544014","0,2094455986",ADD,HIGH,Додати в маршрут
Франція,Мустьє,мустьє,CITY,1,0,1,"0,6545838529","0,2204161472","0,7463751559","0,2161248441",ADD,HIGH,Додати в маршрут
Франція,Нормандія Діснейленд,нормандія діснейленд,OTHER,1,0,1,"0,8917215557",0,"0,9675164667",0,ADD,HIGH,Додати в маршрут
Франція,Озеро Гарда,озеро гарда,OTHER,1,0,1,"0,5938593574","0,04114064258","0,8781578072","0,01234219277",ADD,HIGH,Додати в маршрут
Франція,Озеро Комо,озеро комо,OTHER,1,0,1,"0,7667497825","0,01594252521","0,9300249347","0,004782757563",ADD,HIGH,Додати в маршрут
Франція,Озеро Лак,озеро лак,OTHER,1,0,1,"0,8362134024","0,03878659758","0,9508640207","0,01163597927",ADD,HIGH,Додати в маршрут
Франція,Портофіно,портофіно,CITY,1,0,1,"0,5796104472","0,1753895528","0,7238831341","0,2026168659",ADD,HIGH,Додати в маршрут
Франція,Потсдам,потсдам,CITY,1,0,1,"0,6873265728","0,1876734272","0,7561979718","0,2063020282",ADD,HIGH,Додати в маршрут
Франція,Райн,райн,CITY,1,0,1,"0,7487713675","0,15","0,7746314103","0,195",ADD,HIGH,Додати в маршрут
Франція,Реймс,реймс,CITY,1,0,1,"0,7518329982","0,15","0,7755498994","0,195",ADD,HIGH,Додати в маршрут
Франція,Рейнський Водоспад,рейнський водоспад,OTHER,1,0,1,"0,7721091769","0,002890823119","0,9316327531","0,0008672469356",ADD,HIGH,Додати в маршрут
Франція,Саксонська Швейцарія,саксонська швейцарія,OTHER,1,0,1,"0,6910877737","0,01248365484","0,9073263321","0,003745096453",ADD,HIGH,Додати в маршрут
Франція,Санремо,санремо,CITY,1,0,1,"0,6646127964","0,2103872036","0,7493838389","0,2131161611",ADD,HIGH,Додати в маршрут
Франція,Сент,сент,CITY,1,0,1,"0,6545838529","0,2204161472","0,7463751559","0,2161248441",ADD,HIGH,Додати в маршрут
Франція,Скелі Етрета,скелі етрета,CITY,1,0,1,"0,7428541449","0,15","0,7728562435","0,195",ADD,HIGH,Додати в маршрут
Франція,Таубері,таубері,CITY,1,0,1,"0,7268159849","0,15","0,7680447955","0,195",ADD,HIGH,Додати в маршрут
Франція,Тропе,тропе,CITY,1,0,1,"0,7068873886","0,1681126114","0,7620662166","0,2004337834",ADD,HIGH,Додати в маршрут
Франція,Трувиль,трувиль,CITY,1,0,1,"0,6920434663","0,1829565338","0,7576130399","0,2048869601",ADD,HIGH,Додати в маршрут
Франція,Фонтенбло,фонтенбло,CITY,1,0,1,"0,7455250209","0,15","0,7736575063","0,195",ADD,HIGH,Додати в маршрут
Франція,Чоп,чоп,CITY,1,0,1,"0,7058213369","0,1691786631","0,7617464011","0,2007535989",ADD,HIGH,Додати в маршрут
Франція,Штайн,штайн,CITY,1,0,1,"0,7487713675","0,15","0,7746314103","0,195",ADD,HIGH,Додати в маршрут
Фінляндія,Гельсінкі,гельсінкі,CITY,1,0,1,"0,7062164499","0,1687835501","0,761864935","0,200635065",ADD,HIGH,Додати в маршрут
Фінляндія,Парк Томтеленд,парк томтеленд,OTHER,1,0,1,"0,8379534205","0,03704657948","0,9513860262","0,01111397384",ADD,HIGH,Додати в маршрут
Фінляндія,Рига,рига,CITY,1,0,1,"0,4936030151","0,1967816003","0,6980809045","0,2090344801",ADD,HIGH,Додати в маршрут
Фінляндія,Рованіем,рованіем,CITY,1,0,1,"0,6879534205","0,1870465795","0,7563860262","0,2061139738",ADD,HIGH,Додати в маршрут
Фінляндія,Рованіемі,рованіемі,CITY,1,0,1,"0,7154485429","0,1595514571","0,7646345629","0,1978654371",ADD,HIGH,Додати в маршрут
Фінляндія,Санта Парк,санта парк,OTHER,1,0,1,"0,8379534205","0,03704657948","0,9513860262","0,01111397384",ADD,HIGH,Додати в маршрут
